rank,slug,title,category,priority,governance_state,verification_score_percent,priority_score,score_before_priority_floor,priority_floor_applied,queue_band,queue_label,risk_points,search_demand_tier,search_demand_points,search_demand_source,search_demand_source_field,temporary_proxy_match,escalation_frequency_tier,escalation_frequency_points,escalation_frequency_source,business_criticality_tier,business_criticality_points,business_criticality_source,evidence_readiness_points,promotion_ready,missing_requirements
369,troubleshoot-an-application-that-crashes,Troubleshoot an application that crashes,Windows Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
370,troubleshoot-an-azure-virtual-desktop-sign-in,Troubleshoot an Azure Virtual Desktop sign-in,"Remote Access, VDI & DaaS",P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
371,troubleshoot-an-odbc-data-source,Troubleshoot an ODBC data source,Servers & Core Infrastructure,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
372,troubleshoot-an-rds-session,Troubleshoot an RDS session,"Remote Access, VDI & DaaS",P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
373,troubleshoot-citrix-workspace-sign-in,Troubleshoot Citrix Workspace sign-in,"Remote Access, VDI & DaaS",P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
374,troubleshoot-cloud-storage-access,Troubleshoot cloud storage access,Cloud & Virtualisation,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
375,troubleshoot-database-connectivity-from-an-application,Troubleshoot database connectivity from an application,Servers & Core Infrastructure,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
376,troubleshoot-distribution-list-delivery,Troubleshoot distribution-list delivery,Microsoft 365 & Collaboration,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
377,troubleshoot-enterprise-software-deployment,Troubleshoot enterprise software deployment,Windows Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
378,troubleshoot-excessive-mobile-battery-drain,Troubleshoot excessive mobile battery drain,Mobile Devices & MDM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
379,troubleshoot-google-calendar-sharing,Troubleshoot Google Calendar sharing,Google Workspace & Web Collaboration,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
380,troubleshoot-google-workspace-mobile-access,Troubleshoot Google Workspace mobile access,Google Workspace & Web Collaboration,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
381,troubleshoot-google-workspace-sign-in,Troubleshoot Google Workspace sign-in,Google Workspace & Web Collaboration,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
382,troubleshoot-group-policy-application,Troubleshoot Group Policy application,Servers & Core Infrastructure,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
383,troubleshoot-hdmi-presentation-input,Troubleshoot HDMI presentation input,"Voice, Telephony & Meeting Rooms",P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
384,troubleshoot-incorrect-system-time,Troubleshoot incorrect system time,Windows Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
385,troubleshoot-linux-package-installation,Troubleshoot Linux package installation,Linux & Developer Workstations,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
386,troubleshoot-macos-disk-space,Troubleshoot macOS disk space,macOS Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
387,troubleshoot-macos-software-update,Troubleshoot macOS software update,macOS Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
388,troubleshoot-memory-hardware-errors,Troubleshoot memory hardware errors,Hardware & Peripherals,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
389,troubleshoot-microsoft-365-apps-installation,Troubleshoot Microsoft 365 Apps installation,Microsoft 365 & Collaboration,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
390,troubleshoot-microsoft-forms-access,Troubleshoot Microsoft Forms access,Microsoft 365 & Collaboration,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
391,troubleshoot-microsoft-intune-enrolment,Troubleshoot Microsoft Intune enrolment,Windows Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
392,troubleshoot-microsoft-planner-or-tasks-access,Troubleshoot Microsoft Planner or Tasks access,Microsoft 365 & Collaboration,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
393,troubleshoot-mobile-application-deployment,Troubleshoot mobile application deployment,Mobile Devices & MDM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
394,troubleshoot-mobile-storage-exhaustion,Troubleshoot mobile storage exhaustion,Mobile Devices & MDM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
395,troubleshoot-office-activation,Troubleshoot Office activation,Microsoft 365 & Collaboration,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
